Date,week,SKU,SKU_norm,Group,Subgroup,metric,units,weight
2023-01-01,2022-12-27,SOS003L04P,SOS003L04P,S,SOS,prod,0.0,0.0
2023-01-01,2022-12-27,SOS005L04P,SOS005L04P,S,SOS,prod,3008.0,55.3472
2023-01-01,2022-12-27,SOS008L02P,SOS008L02P,S,SOS,prod,1008.0,14.83776
2023-01-01,2022-12-27,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-01-01,2022-12-27,SOS500M24P,SOS500M24P,S,SOS,prod,1003.0,11.07312
2023-01-02,2022-12-27,AT5X5K,AT5X5K,A,AT,prod,1500.0,37.5
2023-01-02,2022-12-27,ATN01K24P,ATN01K24P,A,ATN,prod,4000.0,96.0
2023-01-02,2022-12-27,ATN02K12P,ATN02K12P,A,ATN,prod,500.0,12.0
2023-01-02,2022-12-27,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-01-02,2022-12-27,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-01-02,2022-12-27,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-01-02,2022-12-27,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-01-02,2022-12-27,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-01-02,2022-12-27,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-01-02,2022-12-27,MAC1K25P,MAC1K25P,M,MAC,prod,25.0,0.6
2023-01-02,2022-12-27,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-01-02,2022-12-27,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-01-02,2022-12-27,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-01-02,2022-12-27,MAR01K24P,MAR01K24P,M,MAR,prod,200.0,4.8
2023-01-02,2022-12-27,MAR02K12P,MAR02K12P,M,MAR,prod,100.0,2.4
2023-01-02,2022-12-27,MASR025K,MASR025K,M,MASR,prod,100.0,2.5
2023-01-02,2022-12-27,POP001L12P,POP001L12P,P,POP,prod,1308.0,14.28336
2023-01-02,2022-12-27,POP001L12P.1,POP001L12P,P,POP,prod,500.0,5.46
2023-01-02,2022-12-27,POP002L09P,POP002L09P,P,POP,prod,101.0,1.65438
2023-01-02,2022-12-27,POP005L04P,POP005L04P,P,POP,prod,150.0,2.73
2023-01-02,2022-12-27,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-01-02,2022-12-27,POP500M24P,POP500M24P,P,POP,prod,401.0,4.37892
2023-01-02,2022-12-27,POPF01L12P,POPF01L12P,P,POPF,prod,114.0,1.24488
2023-01-02,2022-12-27,POV001L24P,POV001L24P,P,POV,prod,804.0,8.77968
2023-01-02,2022-12-27,POV002L09P,POV002L09P,P,POV,prod,305.0,4.9959
2023-01-02,2022-12-27,POV005L04P,POV005L04P,P,POV,prod,154.0,2.8028
2023-01-02,2022-12-27,POV500M24P,POV500M24P,P,POV,prod,603.0,6.58476
2023-01-02,2022-12-27,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-01-02,2022-12-27,SE500G24P,SE500G24P,S,SE,prod,300.0,1.8
2023-01-02,2022-12-27,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-01-02,2022-12-27,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-01-02,2022-12-27,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-01-02,2022-12-27,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-01-02,2022-12-27,SOP001L12P,SOP001L12P,S,SOP,prod,0.0,0.0
2023-01-02,2022-12-27,SOS001L12P,SOS001L12P,S,SOS,prod,7000.0,77.28
2023-01-02,2022-12-27,SOS002L09P,SOS002L09P,S,SOS,prod,6000.0,99.36
2023-01-02,2022-12-27,SOS003L04P,SOS003L04P,S,SOS,prod,0.0,0.0
2023-01-02,2022-12-27,SOS005L04P,SOS005L04P,S,SOS,prod,6000.0,110.4
2023-01-02,2022-12-27,SOS008L02P,SOS008L02P,S,SOS,prod,1014.0,14.92608
2023-01-02,2022-12-27,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-01-02,2022-12-27,SOS500M24P,SOS500M24P,S,SOS,prod,3500.0,38.64
2023-01-03,2023-01-03,AT5X5K,AT5X5K,A,AT,prod,2000.0,50.0
2023-01-03,2023-01-03,ATN01K24P,ATN01K24P,A,ATN,prod,0.0,0.0
2023-01-03,2023-01-03,ATN02K12P,ATN02K12P,A,ATN,prod,0.0,0.0
2023-01-03,2023-01-03,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-01-03,2023-01-03,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-01-03,2023-01-03,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-01-03,2023-01-03,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-01-03,2023-01-03,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-01-03,2023-01-03,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-01-03,2023-01-03,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-01-03,2023-01-03,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-01-03,2023-01-03,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-01-03,2023-01-03,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-01-03,2023-01-03,MAR01K24P,MAR01K24P,M,MAR,prod,1200.0,28.8
2023-01-03,2023-01-03,MAR02K12P,MAR02K12P,M,MAR,prod,0.0,0.0
2023-01-03,2023-01-03,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-01-03,2023-01-03,POP001L12P,POP001L12P,P,POP,prod,0.0,0.0
2023-01-03,2023-01-03,POP001L12P.1,POP001L12P,P,POP,prod,306.0,3.34152
2023-01-03,2023-01-03,POP002L09P,POP002L09P,P,POP,prod,0.0,0.0
2023-01-03,2023-01-03,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
2023-01-03,2023-01-03,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-01-03,2023-01-03,POP500M24P,POP500M24P,P,POP,prod,300.0,3.276
2023-01-03,2023-01-03,POPF01L12P,POPF01L12P,P,POPF,prod,0.0,0.0
2023-01-03,2023-01-03,POV001L24P,POV001L24P,P,POV,prod,701.0,7.65492
2023-01-03,2023-01-03,POV002L09P,POV002L09P,P,POV,prod,1.0,0.01638
2023-01-03,2023-01-03,POV005L04P,POV005L04P,P,POV,prod,0.0,0.0
2023-01-03,2023-01-03,POV500M24P,POV500M24P,P,POV,prod,900.0,9.828
2023-01-03,2023-01-03,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-01-03,2023-01-03,SE500G24P,SE500G24P,S,SE,prod,300.0,1.8
2023-01-03,2023-01-03,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-01-03,2023-01-03,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-01-03,2023-01-03,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-01-03,2023-01-03,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-01-03,2023-01-03,SOP001L12P,SOP001L12P,S,SOP,prod,0.0,0.0
2023-01-03,2023-01-03,SOS001L12P,SOS001L12P,S,SOS,prod,10000.0,110.4
2023-01-03,2023-01-03,SOS002L09P,SOS002L09P,S,SOS,prod,5053.0,83.67768000000001
2023-01-03,2023-01-03,SOS003L04P,SOS003L04P,S,SOS,prod,0.0,0.0
2023-01-03,2023-01-03,SOS005L04P,SOS005L04P,S,SOS,prod,4012.0,73.8208
2023-01-03,2023-01-03,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-01-03,2023-01-03,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-01-03,2023-01-03,SOS500M24P,SOS500M24P,S,SOS,prod,8500.0,93.84000000000002
2023-01-04,2023-01-03,AT5X5K,AT5X5K,A,AT,prod,2000.0,50.0
2023-01-04,2023-01-03,ATN01K24P,ATN01K24P,A,ATN,prod,3000.0,72.0
2023-01-04,2023-01-03,ATN02K12P,ATN02K12P,A,ATN,prod,1700.0,40.8
2023-01-04,2023-01-03,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-01-04,2023-01-03,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-01-04,2023-01-03,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-01-04,2023-01-03,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-01-04,2023-01-03,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-01-04,2023-01-03,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-01-04,2023-01-03,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-01-04,2023-01-03,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-01-04,2023-01-03,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-01-04,2023-01-03,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-01-04,2023-01-03,MAR01K24P,MAR01K24P,M,MAR,prod,1400.0,33.6
2023-01-04,2023-01-03,MAR02K12P,MAR02K12P,M,MAR,prod,0.0,0.0
2023-01-04,2023-01-03,MASR025K,MASR025K,M,MASR,prod,5.0,0.125
2023-01-04,2023-01-03,POP001L12P,POP001L12P,P,POP,prod,1208.0,13.19136
2023-01-04,2023-01-03,POP001L12P.1,POP001L12P,P,POP,prod,800.0,8.736
2023-01-04,2023-01-03,POP002L09P,POP002L09P,P,POP,prod,201.0,3.29238
2023-01-04,2023-01-03,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
2023-01-04,2023-01-03,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-01-04,2023-01-03,POP500M24P,POP500M24P,P,POP,prod,205.0,2.2386
2023-01-04,2023-01-03,POPF01L12P,POPF01L12P,P,POPF,prod,260.0,2.8392
2023-01-04,2023-01-03,POV001L24P,POV001L24P,P,POV,prod,2000.0,21.84
2023-01-04,2023-01-03,POV002L09P,POV002L09P,P,POV,prod,707.0,11.58066
2023-01-04,2023-01-03,POV005L04P,POV005L04P,P,POV,prod,0.0,0.0
2023-01-04,2023-01-03,POV500M24P,POV500M24P,P,POV,prod,402.0,4.38984
2023-01-04,2023-01-03,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-01-04,2023-01-03,SE500G24P,SE500G24P,S,SE,prod,100.0,0.6
2023-01-04,2023-01-03,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-01-04,2023-01-03,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-01-04,2023-01-03,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-01-04,2023-01-03,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-01-04,2023-01-03,SOP001L12P,SOP001L12P,S,SOP,prod,10.0,0.1104
2023-01-04,2023-01-03,SOS001L12P,SOS001L12P,S,SOS,prod,10618.0,117.22272
2023-01-04,2023-01-03,SOS002L09P,SOS002L09P,S,SOS,prod,15478.0,256.31568
2023-01-04,2023-01-03,SOS003L04P,SOS003L04P,S,SOS,prod,2014.0,22.23456
2023-01-04,2023-01-03,SOS005L04P,SOS005L04P,S,SOS,prod,10497.0,193.1448
2023-01-04,2023-01-03,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-01-04,2023-01-03,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-01-04,2023-01-03,SOS500M24P,SOS500M24P,S,SOS,prod,7281.0,80.38224000000001
2023-01-05,2023-01-03,AT5X5K,AT5X5K,A,AT,prod,2000.0,50.0
2023-01-05,2023-01-03,ATN01K24P,ATN01K24P,A,ATN,prod,5000.0,120.0
2023-01-05,2023-01-03,ATN02K12P,ATN02K12P,A,ATN,prod,1000.0,24.0
2023-01-05,2023-01-03,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-01-05,2023-01-03,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-01-05,2023-01-03,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-01-05,2023-01-03,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-01-05,2023-01-03,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-01-05,2023-01-03,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-01-05,2023-01-03,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-01-05,2023-01-03,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-01-05,2023-01-03,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-01-05,2023-01-03,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-01-05,2023-01-03,MAR01K24P,MAR01K24P,M,MAR,prod,2500.0,60.0
2023-01-05,2023-01-03,MAR02K12P,MAR02K12P,M,MAR,prod,0.0,0.0
2023-01-05,2023-01-03,MASR025K,MASR025K,M,MASR,prod,0.0,0.0
2023-01-05,2023-01-03,POP001L12P,POP001L12P,P,POP,prod,1033.0,11.28036
2023-01-05,2023-01-03,POP001L12P.1,POP001L12P,P,POP,prod,508.0,5.547359999999999
2023-01-05,2023-01-03,POP002L09P,POP002L09P,P,POP,prod,102.0,1.67076
2023-01-05,2023-01-03,POP005L04P,POP005L04P,P,POP,prod,100.0,1.82
2023-01-05,2023-01-03,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-01-05,2023-01-03,POP500M24P,POP500M24P,P,POP,prod,101.0,1.10292
2023-01-05,2023-01-03,POPF01L12P,POPF01L12P,P,POPF,prod,54.0,0.58968
2023-01-05,2023-01-03,POV001L24P,POV001L24P,P,POV,prod,1300.0,14.196
2023-01-05,2023-01-03,POV002L09P,POV002L09P,P,POV,prod,404.0,6.61752
2023-01-05,2023-01-03,POV005L04P,POV005L04P,P,POV,prod,500.0,9.1
2023-01-05,2023-01-03,POV500M24P,POV500M24P,P,POV,prod,902.0,9.84984
2023-01-05,2023-01-03,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-01-05,2023-01-03,SE500G24P,SE500G24P,S,SE,prod,1000.0,6.0
2023-01-05,2023-01-03,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-01-05,2023-01-03,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-01-05,2023-01-03,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-01-05,2023-01-03,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-01-05,2023-01-03,SOP001L12P,SOP001L12P,S,SOP,prod,400.0,4.416
2023-01-05,2023-01-03,SOS001L12P,SOS001L12P,S,SOS,prod,15156.0,167.32224
2023-01-05,2023-01-03,SOS002L09P,SOS002L09P,S,SOS,prod,16000.0,264.96
2023-01-05,2023-01-03,SOS003L04P,SOS003L04P,S,SOS,prod,2022.0,22.32288
2023-01-05,2023-01-03,SOS005L04P,SOS005L04P,S,SOS,prod,16000.0,294.4
2023-01-05,2023-01-03,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-01-05,2023-01-03,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-01-05,2023-01-03,SOS500M24P,SOS500M24P,S,SOS,prod,8000.0,88.32000000000002
2023-01-06,2023-01-03,AT5X5K,AT5X5K,A,AT,prod,1000.0,25.0
2023-01-06,2023-01-03,ATN01K24P,ATN01K24P,A,ATN,prod,5.0,0.12
2023-01-06,2023-01-03,ATN02K12P,ATN02K12P,A,ATN,prod,800.0,19.2
2023-01-06,2023-01-03,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-01-06,2023-01-03,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-01-06,2023-01-03,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,1000.0,24.0
2023-01-06,2023-01-03,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,540.0,12.96
2023-01-06,2023-01-03,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-01-06,2023-01-03,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-01-06,2023-01-03,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-01-06,2023-01-03,MAHS025K,MAHS025K,M,MAHS,prod,0.0,0.0
2023-01-06,2023-01-03,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-01-06,2023-01-03,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-01-06,2023-01-03,MAR01K24P,MAR01K24P,M,MAR,prod,300.0,7.2
2023-01-06,2023-01-03,MAR02K12P,MAR02K12P,M,MAR,prod,300.0,7.2
2023-01-06,2023-01-03,MASR025K,MASR025K,M,MASR,prod,100.0,2.5
2023-01-06,2023-01-03,POP001L12P,POP001L12P,P,POP,prod,238.0,2.59896
2023-01-06,2023-01-03,POP001L12P.1,POP001L12P,P,POP,prod,1.0,0.01092
2023-01-06,2023-01-03,POP002L09P,POP002L09P,P,POP,prod,0.0,0.0
2023-01-06,2023-01-03,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
2023-01-06,2023-01-03,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-01-06,2023-01-03,POP500M24P,POP500M24P,P,POP,prod,0.0,0.0
2023-01-06,2023-01-03,POPF01L12P,POPF01L12P,P,POPF,prod,0.0,0.0
2023-01-06,2023-01-03,POV001L24P,POV001L24P,P,POV,prod,1.0,0.01092
2023-01-06,2023-01-03,POV002L09P,POV002L09P,P,POV,prod,0.0,0.0
2023-01-06,2023-01-03,POV005L04P,POV005L04P,P,POV,prod,0.0,0.0
2023-01-06,2023-01-03,POV500M24P,POV500M24P,P,POV,prod,311.0,3.39612
2023-01-06,2023-01-03,SE200G24P,SE200G24P,S,SE,prod,0.0,0.0
2023-01-06,2023-01-03,SE500G24P,SE500G24P,S,SE,prod,400.0,2.4
2023-01-06,2023-01-03,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-01-06,2023-01-03,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-01-06,2023-01-03,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-01-06,2023-01-03,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-01-06,2023-01-03,SOP001L12P,SOP001L12P,S,SOP,prod,0.0,0.0
2023-01-06,2023-01-03,SOS001L12P,SOS001L12P,S,SOS,prod,5006.0,55.26624
2023-01-06,2023-01-03,SOS002L09P,SOS002L09P,S,SOS,prod,5015.0,83.04840000000002
2023-01-06,2023-01-03,SOS003L04P,SOS003L04P,S,SOS,prod,0.0,0.0
2023-01-06,2023-01-03,SOS005L04P,SOS005L04P,S,SOS,prod,5623.0,103.4632
2023-01-06,2023-01-03,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-01-06,2023-01-03,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-01-06,2023-01-03,SOS500M24P,SOS500M24P,S,SOS,prod,1603.0,17.69712
2023-01-07,2023-01-03,AT5X5K,AT5X5K,A,AT,prod,1500.0,37.5
2023-01-07,2023-01-03,ATN01K24P,ATN01K24P,A,ATN,prod,3000.0,72.0
2023-01-07,2023-01-03,ATN02K12P,ATN02K12P,A,ATN,prod,400.0,9.6
2023-01-07,2023-01-03,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-01-07,2023-01-03,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-01-07,2023-01-03,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,883.0,21.192
2023-01-07,2023-01-03,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-01-07,2023-01-03,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-01-07,2023-01-03,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
2023-01-07,2023-01-03,MAC1K25P,MAC1K25P,M,MAC,prod,0.0,0.0
2023-01-07,2023-01-03,MAHS025K,MAHS025K,M,MAHS,prod,56.0,1.4
2023-01-07,2023-01-03,MAP1K25P,MAP1K25P,M,MAP,prod,0.0,0.0
2023-01-07,2023-01-03,MAPA1K24P,MAPA1K24P,M,MAPA,prod,0.0,0.0
2023-01-07,2023-01-03,MAR01K24P,MAR01K24P,M,MAR,prod,300.0,7.2
2023-01-07,2023-01-03,MAR02K12P,MAR02K12P,M,MAR,prod,7.0,0.168
2023-01-07,2023-01-03,MASR025K,MASR025K,M,MASR,prod,45.0,1.125
2023-01-07,2023-01-03,POP001L12P,POP001L12P,P,POP,prod,800.0,8.736
2023-01-07,2023-01-03,POP001L12P.1,POP001L12P,P,POP,prod,0.0,0.0
2023-01-07,2023-01-03,POP002L09P,POP002L09P,P,POP,prod,151.0,2.47338
2023-01-07,2023-01-03,POP005L04P,POP005L04P,P,POP,prod,0.0,0.0
2023-01-07,2023-01-03,POP015K,POP015K,P,POP,prod,0.0,0.0
2023-01-07,2023-01-03,POP500M24P,POP500M24P,P,POP,prod,306.0,3.34152
2023-01-07,2023-01-03,POPF01L12P,POPF01L12P,P,POPF,prod,0.0,0.0
2023-01-07,2023-01-03,POV001L24P,POV001L24P,P,POV,prod,0.0,0.0
2023-01-07,2023-01-03,POV002L09P,POV002L09P,P,POV,prod,398.0,6.51924
2023-01-07,2023-01-03,POV005L04P,POV005L04P,P,POV,prod,0.0,0.0
2023-01-07,2023-01-03,POV500M24P,POV500M24P,P,POV,prod,1007.0,10.99644
2023-01-07,2023-01-03,SE200G24P,SE200G24P,S,SE,prod,295.0,1.416
2023-01-07,2023-01-03,SE500G24P,SE500G24P,S,SE,prod,400.0,2.4
2023-01-07,2023-01-03,SO0001L12P,SO0001L12P,S,SO,prod,0.0,0.0
2023-01-07,2023-01-03,SO0002L09P,SO0002L09P,S,SO,prod,0.0,0.0
2023-01-07,2023-01-03,SO0005L04P,SO0005L04P,S,SO,prod,0.0,0.0
2023-01-07,2023-01-03,SO0500M24P,SO0500M24P,S,SO,prod,0.0,0.0
2023-01-07,2023-01-03,SOP001L12P,SOP001L12P,S,SOP,prod,0.0,0.0
2023-01-07,2023-01-03,SOS001L12P,SOS001L12P,S,SOS,prod,9314.0,102.82656
2023-01-07,2023-01-03,SOS002L09P,SOS002L09P,S,SOS,prod,3033.0,50.22648000000001
2023-01-07,2023-01-03,SOS003L04P,SOS003L04P,S,SOS,prod,0.0,0.0
2023-01-07,2023-01-03,SOS005L04P,SOS005L04P,S,SOS,prod,8001.0,147.2184
2023-01-07,2023-01-03,SOS008L02P,SOS008L02P,S,SOS,prod,0.0,0.0
2023-01-07,2023-01-03,SOS250M48P,SOS250M48P,S,SOS,prod,0.0,0.0
2023-01-07,2023-01-03,SOS500M24P,SOS500M24P,S,SOS,prod,2376.0,26.23104
2023-01-08,2023-01-03,AT5X5K,AT5X5K,A,AT,prod,1500.0,37.5
2023-01-08,2023-01-03,ATN01K24P,ATN01K24P,A,ATN,prod,3000.0,72.0
2023-01-08,2023-01-03,ATN02K12P,ATN02K12P,A,ATN,prod,0.0,0.0
2023-01-08,2023-01-03,ATPA1K24P,ATPA1K24P,A,ATPA,prod,0.0,0.0
2023-01-08,2023-01-03,ATPPCH5X5K,ATPPCH5X5K,A,ATPPCH,prod,0.0,0.0
2023-01-08,2023-01-03,ATWWP001K24P,ATWWP001K24P,A,ATWWP,prod,0.0,0.0
2023-01-08,2023-01-03,ATWWP002K12P,ATWWP002K12P,A,ATWWP,prod,0.0,0.0
2023-01-08,2023-01-03,EEA200G24P,EEA200G24P,E,EEA,prod,0.0,0.0
2023-01-08,2023-01-03,EEA500G12P,EEA500G12P,E,EEA,prod,0.0,0.0
