week,Subgroup,y_dtd_u,y_dtd_w,split,q50_u,q80_u,q95_u,dtd_u_lag1
2023-04-25,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-04-25,ATWWP,98.0,2.352,train,45.0952375,135.999893125,356.277354375,0.0
2023-04-25,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-04-25,MAC,30.0,0.72,train,32.63842,96.599485,167.32118499999996,0.0
2023-04-25,MAHS,12.0,0.3,train,89.392225,287.44204375,497.15583124999995,0.0
2023-04-25,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-04-25,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-04-25,MAR,5862.457,140.698968,train,4117.3777,10968.808475,11117.612374999999,3588.125
2023-04-25,MASR,782.0,19.55,train,412.78154,697.1379199999999,1237.888445,574.0
2023-04-25,POP,15401.829975579976,176.128627,train,6213.16725,27520.871421474367,27520.871421474367,5947.0
2023-04-25,POPF,106.91602564102564,1.167523,train,232.0,232.5684114975,456.43512000000004,464.0
2023-04-25,POV,12839.0,164.97754,train,10917.6625,26401.132249999995,59800.537612179505,11905.0
2023-04-25,SE,6388.924083333333,37.782736,train,1361.94949,3261.07637,10140.30817,2529.16
2023-04-25,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-04-25,SOP,435.0,4.8024,train,39.99999999999999,40.30599018625001,204.2615275,79.99999999999999
2023-04-25,SOS,127517.4679347826,1848.994769,train,65702.4690187198,116553.1202687198,245181.1565187198,66396.49803743961
2023-05-02,AT,11383.24,284.581,train,10928.744,10928.744,10928.744,8752.2
2023-05-02,ATN,40778.251,978.678024,train,31936.19,45595.71525000001,45595.71525000001,27163.25
2023-05-02,ATPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-02,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-02,ATWWP,558.1673333333333,13.396016,train,38.629505,112.84811624999998,291.6159275,0.0
2023-05-02,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-02,MAC,18.0,0.432,train,39.93746,119.07062249999998,161.84690499999994,0.0
2023-05-02,MAHS,290.0,7.25,train,212.08979,405.13265749999994,405.13265749999994,205.0
2023-05-02,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-02,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-02,MAR,5815.912,139.581888,train,4763.665499999999,10632.896525,10632.896525,4998.958
2023-05-02,MASR,485.0,12.125,train,503.46235,863.911425,1346.8532375,690.0
2023-05-02,POP,16361.0,194.68358,train,10191.244,24537.31385897437,24537.31385897437,7759.0
2023-05-02,POPF,812.0,8.86704,train,507.0,507.50671669999997,735.2918487500001,1014.0
2023-05-02,POV,34694.0,445.30304,train,24794.7775,49392.701362179505,49392.701362179505,15910.0
2023-05-02,SE,6349.158916666667,37.680962,train,1969.8538,4232.2804875,9684.3799375,3718.75
2023-05-02,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-02,SOP,350.0,3.864,train,127.0,127.27229492499998,294.50474125,254.0
2023-05-02,SOS,175789.95398550725,2518.1333320000003,train,114218.23697463768,198724.86197463766,228177.5261322464,93819.66394927536
2023-05-09,AT,6086.2,152.155,train,10928.744,10928.744,10928.744,10247.0
2023-05-09,ATN,25216.625,605.199,train,34527.066,43652.55825,43652.55825,38186.706
2023-05-09,ATPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-09,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-09,ATWWP,959.25,23.022,train,101.194845,203.31208749999996,447.24895375000006,98.0
2023-05-09,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-09,MAC,0.0,0.0,train,60.42196,146.48352999999994,146.48352999999994,30.0
2023-05-09,MAHS,22.0,0.55,train,121.598655,374.80780875,473.00100875,12.0
2023-05-09,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-09,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-09,MAR,4425.917,106.222008,train,4537.04525,8551.9915875,10802.861712499998,5862.457
2023-05-09,MASR,493.0,12.325,train,548.201235,893.22986125,1313.29907375,782.0
2023-05-09,POP,12753.0,153.6899,train,15504.784487789988,20552.158493131876,20552.158493131876,15401.829975579976
2023-05-09,POPF,738.9999999999999,8.06988,train,53.45801282051282,53.94734073301282,318.40573782051285,106.91602564102564
2023-05-09,POV,23553.0,294.6307,train,16381.6825,55702.522612179506,55702.522612179506,12839.0
2023-05-09,SE,4104.507083333333,24.381034,train,3307.3105616666667,5637.011151666666,8681.28736625,6388.924083333333
2023-05-09,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-09,SOP,748.9170289855074,8.268044,train,217.5,217.75395860000003,398.42423124999993,435.0
2023-05-09,SOS,103542.57998188405,1485.173419,train,116981.36696739132,183081.62671739128,226105.17863768118,127517.4679347826
2023-05-16,AT,3681.0,92.025,train,10928.744,10928.744,10928.744,11383.24
2023-05-16,ATN,18048.583,433.165992,train,30254.3765,35933.31112500001,46857.075375,40778.251
2023-05-16,ATPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-16,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-16,ATWWP,250.2503333333333,6.006008,train,334.73127666666664,442.23196541666664,699.9539841666665,558.1673333333333
2023-05-16,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-16,MAC,30.0,0.72,train,57.53156,148.65132999999994,148.65132999999994,18.0
2023-05-16,MAHS,163.0,4.075,train,279.174485,354.81913624999993,354.81913624999993,290.0
2023-05-16,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-16,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-16,MAR,3693.167,88.636008,train,5056.3078000000005,10413.414799999999,10413.414799999999,5815.912
2023-05-16,MASR,411.0,10.275,train,400.18573,739.855865,1404.99289,485.0
2023-05-16,POP,8106.170024420025,96.254393,train,11572.98585,23501.007471474368,23501.007471474368,16361.0
2023-05-16,POPF,650.0839743589743,7.098916999999998,train,406.0,406.3724299775,655.1609487500001,812.0
2023-05-16,POV,17650.0,217.54824,train,23900.825,50063.1657371795,50063.1657371795,34694.0
2023-05-16,SE,3430.084,20.243304,train,3249.745558333333,4608.924708333334,8724.461118750001,6349.158916666667
2023-05-16,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-16,SOP,423.9999999999999,4.680960000000001,train,175.0,175.2529357075,386.82151375,350.0
2023-05-16,SOS,78593.29103260869,1103.896493,train,121815.64699275362,168693.90324275361,222479.46861865942,175789.95398550725
2023-05-23,AT,1591.0,39.775,train,10928.744,10928.744,10928.744,6086.2
2023-05-23,ATN,11514.709,276.353016,train,19670.957,24474.520625,45080.20887500001,25216.625
2023-05-23,ATPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-23,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-23,ATWWP,113.11700000000002,2.714808,train,545.272995,676.04752875,1017.10219375,959.25
2023-05-23,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-23,MAC,150.0,3.6,train,50.698485,150.68866375,153.77613624999995,0.0
2023-05-23,MAHS,160.0,4.0,train,140.01988,423.0342025,459.18508999999995,22.0
2023-05-23,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-23,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-23,MAR,3947.208,94.732992,train,3755.063850000001,7591.0460875,11389.347762499998,4425.917
2023-05-23,MASR,484.0,12.1,train,419.49875,803.0251625000001,1409.8259375,493.0
2023-05-23,POP,7083.0,84.21868,train,11463.4845,23583.133483974365,23583.133483974365,12753.0
2023-05-23,POPF,282.0,3.07944,train,369.5,369.83358803624986,649.1009999999999,738.9999999999999
2023-05-23,POV,12187.0,149.12534,train,15403.075,30468.015625,56436.4782371795,23553.0
2023-05-23,SE,2528.5,15.027,train,2152.6294916666666,4154.955341666667,9547.29816875,4104.507083333333
2023-05-23,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-23,SOP,539.0,5.95056,train,374.4585144927537,374.6605484752537,598.9690769927537,748.9170289855074
2023-05-23,SOS,86650.12699275362,1230.076141,train,77073.92999094202,111769.60499094198,238676.122490942,103542.57998188405
2023-05-30,AT,3592.0,89.8,train,10928.744,10928.744,10928.744,3681.0
2023-05-30,ATN,19437.415666666668,466.497976,train,19575.1305,27662.334625,54866.509875,18048.583
2023-05-30,ATPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-30,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-30,ATWWP,766.9663333333333,18.407192,train,195.45752666666664,342.4654454166666,796.5954066666666,250.2503333333333
2023-05-30,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-30,MAC,0.0,0.0,train,67.33964499999999,141.29526624999994,141.29526624999994,30.0
2023-05-30,MAHS,77.0,1.925,train,227.86095,393.3042875,393.3042875,163.0
2023-05-30,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-30,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-30,MAR,5408.707,129.808968,train,3285.8165,6950.62975,11741.283274999998,3693.167
2023-05-30,MASR,358.0,8.95,train,374.47675,757.5807124999999,1443.5924375000002,411.0
2023-05-30,POP,7624.0,89.36928,train,8064.937312210012,26132.043874816856,26132.043874816856,8106.170024420025
2023-05-30,POPF,299.9160256410256,3.275083,train,325.04198717948714,325.36092301698716,629.9406896794871,650.0839743589743
2023-05-30,POV,14548.0,178.97334,train,15373.6455,43055.800875,56458.55036217951,17650.0
2023-05-30,SE,4197.9130000000005,24.894678000000003,train,1777.5767899999998,2849.3646575000002,9828.587695,3430.084
2023-05-30,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-05-30,SOP,406.0,4.48224,train,211.99999999999997,212.17318328124995,447.71479750000003,423.9999999999999
2023-05-30,SOS,117048.828955314,1719.888428,train,73546.90351630434,120388.15514130433,258681.02622599638,78593.29103260869
2023-06-06,AT,3320.8,83.02000000000001,train,9760.3065,11805.072125,11805.072125,1591.0
2023-06-06,ATN,24712.79133333333,593.106992,train,19708.8175,32220.612250000006,54766.24462500001,11514.709
2023-06-06,ATPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-06,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-06,ATWWP,661.1306666666667,15.867136,train,132.80564,300.38858,910.7422574999998,113.11700000000002
2023-06-06,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-06,MAC,0.0,0.0,train,109.59999999999997,109.59999999999997,109.59999999999997,150.0
2023-06-06,MAHS,98.0,2.45,train,221.433275,398.1250437499999,398.1250437499999,160.0
2023-06-06,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-06,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-06,MAR,6433.964,154.415136,train,3663.94285,8391.6451125,11457.688512499997,3947.208
2023-06-06,MASR,460.0,11.5,train,436.569975,909.78218125,1397.02251875,484.0
2023-06-06,POP,12084.0,143.57252,train,7773.84,26350.366858974365,26350.366858974365,7083.0
2023-06-06,POPF,1068.0,11.66256,train,141.0,141.31777585,483.7018875,282.0
2023-06-06,POV,21351.0,261.2246,train,18237.007,54311.02923717951,54311.02923717951,12187.0
2023-06-06,SE,4052.67,23.91522,train,1323.633045,2291.8650912499998,10169.04550375,2528.5
2023-06-06,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-06,SOP,627.25,6.92484,train,269.5,269.718120525,552.6269875,539.0
2023-06-06,SOS,160157.72506038647,2259.90459,train,79543.30849637682,128551.80474637679,254183.72249094205,86650.12699275362
2023-06-13,AT,4353.0,108.825,train,5667.5485,14874.640625,14874.640625,3592.0
2023-06-13,ATN,31706.344,760.952256,train,21507.18633333333,33068.371458333335,53417.46800000001,19437.415666666668
2023-06-13,ATPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-13,ATPPCH,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-13,ATWWP,590.0029999999999,14.160072,train,458.5764516666666,631.0971829166667,1200.1565945833331,766.9663333333333
2023-06-13,EEA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-13,MAC,49.0,1.176,train,53.23815,151.87138749999994,151.87138749999994,0.0
2023-06-13,MAHS,344.0,8.6,train,182.60449,427.2466325,427.2466325,77.0
2023-06-13,MAP,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-13,MAPA,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-13,MAR,9239.877,221.757048,train,4790.5465,10612.735774999997,10612.735774999997,5408.707
2023-06-13,MASR,1121.0,28.025,train,382.999435,909.87085,1437.2004237499998,358.0
2023-06-13,POP,19740.99700854701,232.348431,train,7924.5925,26237.302483974367,26237.302483974367,7624.0
2023-06-13,POPF,1730.0839743589745,18.892517,train,149.9580128205128,150.28552879426283,518.6485115705127,299.9160256410256
2023-06-13,POV,41621.88998778999,506.524218,train,27365.82,47464.419487179504,47464.419487179504,14548.0
2023-06-13,SE,6362.0,37.8072,train,2174.16157,3447.8423350000003,9531.14911,4197.9130000000005
2023-06-13,SO,0.0,0.0,train,0.0,0.0,0.0,0.0
2023-06-13,SOP,802.0,8.85408,train,203.0,203.23553641125002,535.91523125,406.0
2023-06-13,SOS,181703.0819746377,2581.757093,train,105345.799477657,157980.916977657,234831.8542549819,117048.828955314
2023-06-20,AT,846.0,21.15,val,4188.1455000000005,12172.06375,15984.192875,3320.8
2023-06-20,ATN,5568.685,133.64844,val,24210.059666666668,37783.76754166666,51390.313,24712.79133333333
2023-06-20,ATPA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-20,ATPPCH,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-20,ATWWP,73.30266666666665,1.759264,val,397.8502433333333,557.6986383333333,1245.7012508333332,661.1306666666667
2023-06-20,EEA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-20,MAC,0.0,0.0,val,49.2716675,154.84624937499993,154.84624937499993,0.0
2023-06-20,MAHS,51.0,1.275,val,178.58473,430.26145249999996,430.26145249999996,98.0
2023-06-20,MAP,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-20,MAPA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-20,MAR,1277.7,30.6648,val,4819.5115000000005,9280.304375,10591.012024999998,6433.964
2023-06-20,MASR,0.0,0.0,val,413.73863,903.0205525,1414.1460275000002,460.0
2023-06-20,POP,3538.0,40.849900000000005,val,7325.1919,17681.4602,26686.85293397437,12084.0
2023-06-20,POPF,449.0,4.90308,val,534.0,534.341046825,947.27811,1068.0
2023-06-20,POV,5406.0,67.42554,val,13628.18675,23027.578062500004,57767.64442467951,21351.0
2023-06-20,SE,1041.367,6.179802,val,2061.4607975,2526.8074581250003,9615.674689375,4052.67
2023-06-20,SO,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-20,SOP,22.0,0.24288,val,313.625,313.8274878275,642.3781624999999,627.25
2023-06-20,SOS,32034.806944444448,463.992275,val,95112.11253019323,111689.18265519326,154984.50378019325,160157.72506038647
2023-06-27,AT,6339.4,158.485,val,4365.3562,11713.830724999998,15851.284850000002,4353.0
2023-06-27,ATN,35967.960333333336,863.231048,val,32318.997000000003,45308.61,45308.61,31706.344
2023-06-27,ATPA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-27,ATPPCH,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-27,ATWWP,63.025,1.5126,val,346.33361499999995,468.1061925,1254.38435125,590.0029999999999
2023-06-27,EEA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-27,MAC,25.0,0.6,val,64.585625,143.36078124999995,143.36078124999995,49.0
2023-06-27,MAHS,273.0,6.825,val,287.492525,348.58060624999996,348.58060624999996,344.0
2023-06-27,MAP,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-27,MAPA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-27,MAR,8924.202,214.180848,val,7018.73515,8941.594287499998,8941.594287499998,9239.877
2023-06-27,MASR,494.0,12.35,val,724.38872,1166.60259875,1181.1584599999999,1121.0
2023-06-27,POP,11233.0,133.63896,val,11006.734604273504,19036.675054273503,23925.695905769237,19740.99700854701
2023-06-27,POPF,453.0,4.94676,val,865.0419871794873,865.3896986344873,1281.637607179487,1730.0839743589745
2023-06-27,POV,26585.11001221001,327.73830200000003,val,21477.408693894995,22433.757093894998,31425.019093894996,41621.88998778999
2023-06-27,SE,6465.8330000000005,38.235798,val,3205.834879,3490.1239907500003,8757.39412825,6362.0
2023-06-27,SO,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-06-27,SOP,584.1700181159421,6.449237,val,401.0,401.22762398749995,760.5196062500002,802.0
2023-06-27,SOS,134930.5830012077,1971.191665,val,160124.97098731884,193747.4756227355,193747.4756227355,181703.0819746377
2023-07-04,AT,4123.6,103.09,val,1655.118,5616.3108125,17883.963499999998,846.0
2023-07-04,ATN,28644.084000000003,687.4580159999999,val,10470.397,18981.6725,49325.380999999994,5568.685
2023-07-04,ATPA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-07-04,ATPPCH,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-07-04,ATWWP,600.517,14.412408,val,76.85889083333333,172.11223520833335,905.2219027083333,73.30266666666665
2023-07-04,EEA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-07-04,MAC,22.0,0.528,val,30.6159575,101.121169375,168.83803187499993,0.0
2023-07-04,MAHS,141.0,3.5250000000000004,val,113.255295,338.61620875,479.25852875,51.0
2023-07-04,MAP,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-07-04,MAPA,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-07-04,MAR,4845.417,116.290008,val,1811.42885,5145.0618625,12847.0740125,1277.7
2023-07-04,MASR,653.0,16.325,val,102.942725,370.23145124999996,1647.2429562500001,0.0
2023-07-04,POP,12342.0,142.92642,val,2902.0139,11650.066325,30004.236433974365,3538.0
2023-07-04,POPF,637.0,6.95604,val,224.5,224.94075347750004,721.9152750000001,449.0
2023-07-04,POV,24554.0,305.47243999999995,val,6462.601000000001,19079.454375,63141.8337371795,5406.0
2023-07-04,SE,4790.083,28.288098,val,544.5411584999999,807.5439186250001,10753.364418625,1041.367
2023-07-04,SO,0.0,0.0,val,0.0,0.0,0.0,0.0
2023-07-04,SOP,961.0,10.60944,val,11.0,11.2806524875,430.52815625,22.0
2023-07-04,SOS,125403.16096014492,1804.583619,val,84336.16847222223,156894.00347222222,250589.077509058,32034.806944444448
2023-07-11,AT,5040.0,126.0,test,5955.4735,14658.696875000001,14658.696875000001,6339.4
2023-07-11,ATN,34010.458333333336,816.251,test,39741.633,39741.633,39741.633,35967.960333333336
2023-07-11,ATPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-11,ATPPCH,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-11,ATWWP,579.862,13.916688,test,61.16725,129.86681625,742.77244875,63.025
2023-07-11,EEA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-11,MAC,0.0,0.0,test,36.1368715,89.80366037499999,164.69734637499994,25.0
2023-07-11,MAHS,263.0,6.575,test,199.816185,357.73733125,414.33786124999995,273.0
2023-07-11,MAP,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-11,MAPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-11,MAR,5486.29,131.67096,test,7509.7238,8573.352799999999,8573.352799999999,8924.202
2023-07-11,MASR,815.0,20.375,test,329.038575,537.46129125,1477.6710687500001,494.0
2023-07-11,POP,15210.0,177.87588,test,10743.885,24122.833108974366,24122.833108974366,11233.0
2023-07-11,POPF,1912.9999999999995,20.889959999999995,test,226.505663696,226.9928772655,780.3254272280001,453.0
2023-07-11,POV,23955.0,305.72542,test,38850.733992674,38850.733992674,38850.733992674,26585.11001221001
2023-07-11,SE,5427.087083333334,32.165422,test,3269.61137,3708.575385,8709.56176,6465.8330000000005
2023-07-11,SO,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-11,SOP,421.670018115942,4.655237,test,292.08500905797104,292.415248985471,774.179646557971,584.1700181159421
2023-07-11,SOS,128368.7449879227,1871.3029390000004,test,179337.83077898552,179337.83077898552,179337.83077898552,134930.5830012077
2023-07-18,AT,7766.0,194.15,test,2816.93595,4836.4649125,13392.361037499999,4123.6
2023-07-18,ATN,43226.583333333336,1037.438,test,16510.136250000003,17863.1981875,25521.015312499996,28644.084000000003
2023-07-18,ATPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-18,ATPPCH,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-18,ATWWP,411.97,9.88728,test,327.10089200000004,388.8897835,1003.5120435000001,600.517
2023-07-18,EEA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-18,MAC,83.0,1.992,test,28.94069,68.98881,170.0944824999999,22.0
2023-07-18,MAHS,448.0,11.2,test,112.711735,213.6875925,479.6661987499999,141.0
2023-07-18,MAP,440.0,10.56,test,0.0,0.0,0.0,0.0
2023-07-18,MAPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-18,MAR,5907.75,141.786,test,3329.82245,5695.596787500001,11708.278812499997,4845.417
2023-07-18,MASR,1404.0,35.1,test,380.400155,510.57716875,1439.14988375,653.0
2023-07-18,POP,21128.0,245.34146,test,6809.626,11358.28025,27073.527358974367,12342.0
2023-07-18,POPF,946.0,10.33032,test,318.5149174265,319.01487334012495,916.5934519301251,637.0
2023-07-18,POV,39015.0,482.47836,test,16028.917,28192.320874999998,55967.096737179505,24554.0
2023-07-18,SE,4297.0,25.4724,test,2411.82133,2562.27618,9352.90429,4790.083
2023-07-18,SO,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-18,SOP,628.0,6.93312,test,480.5,480.81323183499995,942.638215,961.0
2023-07-18,SOS,141456.77397342992,2012.068803,test,80236.66448007246,97499.12560507246,178481.76248007244,125403.16096014492
2023-07-25,AT,2314.2,57.855,test,3469.93,5880.546775,16479.735374999997,5040.0
2023-07-25,ATN,17706.122,424.946928,test,18875.979916666667,19770.831041666657,25826.72835416667,34010.458333333336
2023-07-25,ATPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-25,ATPPCH,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-25,ATWWP,332.291,7.974984,test,305.714993,339.71486274999995,732.71133025,579.862
2023-07-25,EEA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-25,MAC,0.0,0.0,test,13.89354,44.13480175,181.37984499999993,0.0
2023-07-25,MAHS,477.0,11.925,test,165.452835,244.70238125000003,440.11037374999995,263.0
2023-07-25,MAP,23.0,0.552,test,0.0,0.0,0.0,0.0
2023-07-25,MAPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-25,MAR,4290.253,102.966072,test,3648.67935,5893.1190125,11469.1361375,5486.29
2023-07-25,MASR,803.0,20.075,test,448.23396,542.402475,1360.60738,815.0
2023-07-25,POP,13237.00098901099,151.134638,test,8629.8662,15900.440349999999,25708.347208974366,15210.0
2023-07-25,POPF,1036.0,11.313119999999998,test,956.5246319434998,957.0342547048748,1585.2437947923747,1912.9999999999995
2023-07-25,POV,19802.0,243.94552,test,20579.411,48187.984125,52554.22623717951,23955.0
2023-07-25,SE,3496.75,20.7381,test,2739.651076666667,2991.112102916667,9107.03198,5427.087083333334
2023-07-25,SO,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-07-25,SOP,263.0829710144927,2.904436,test,210.835009057971,211.236422640471,736.840471557971,421.670018115942
2023-07-25,SOS,104935.42195048308,1501.476549,test,106731.04049396137,142679.47924396137,233792.92349275365,128368.7449879227
2023-08-01,AT,220.0,5.5,test,4476.4208,5822.392524999999,12191.241899999999,7766.0
2023-08-01,ATN,886.0,21.264000000000003,test,22561.681116666667,22971.46855416667,25511.870841666667,43226.583333333336
2023-08-01,ATPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-08-01,ATPPCH,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-08-01,ATWWP,36.0,0.864,test,219.4141675,247.79188312500003,594.190356875,411.97
2023-08-01,EEA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-08-01,MAC,0.0,0.0,test,52.488025,75.29946749999999,152.43398124999993,83.0
2023-08-01,MAHS,0.0,0.0,test,248.1310615,302.21820387500003,378.101703875,448.0
2023-08-01,MAP,0.0,0.0,test,0.0,0.0,0.0,440.0
2023-08-01,MAPA,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-08-01,MAR,217.0,5.208,test,3281.38405,4011.9123624999993,7816.292399999998,5907.75
2023-08-01,MASR,488.0,12.2,test,736.497257,814.7094435,1172.07705725,1404.0
2023-08-01,POP,830.0,9.35298,test,11287.1233,15652.5316375,23715.404383974368,21128.0
2023-08-01,POPF,0.0,0.0,test,473.01044962,473.4501815,1023.7468252850001,946.0
2023-08-01,POV,1013.0,13.20592,test,21956.581,27006.864875000003,51521.348737179505,39015.0
2023-08-01,SE,212.0,1.272,test,2166.601835,2319.5029312500005,9536.81891125,4297.0
2023-08-01,SO,0.0,0.0,test,0.0,0.0,0.0,0.0
2023-08-01,SOP,10.0,0.1104,test,314.0,314.3695709237501,810.067075,628.0
2023-08-01,SOS,4399.0,65.56288,test,173308.08198671497,183860.14237318843,183860.14237318843,141456.77397342992
