week,Subgroup,dtd_u,fi_u,prod_u,so_u,dtd_w,fi_w,prod_w,so_w,mpu_est_tons_per_unit
2023-01-03,SE,4385.1669999999995,3656.0,3312.0,6793.6669999999995,25.492602,21.3768,19.3176,40.118802,0.005905239895449729
2023-01-03,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-01-03,SOP,616.2490942028984,524.0,510.0,591.4170289855072,6.803389999999999,5.78496,5.630400000000001,6.529243999999999,0.011040000000000001
2023-01-03,SOS,227949.2608695652,219708.5,213820.0,225662.5480072463,3267.9256379999997,3159.7289600000004,3049.35288,3216.6860369999995,0.014351356390307051
2023-01-10,AT,11084.0,11761.0,11200.0,11160.6,277.1,294.025,280.0,279.015,0.024999999999999998
2023-01-10,ATN,38459.417,39308.0,40450.0,38345.458,923.026008,943.392,970.8,920.290992,0.024
2023-01-10,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-10,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-10,ATWWP,1105.5,469.0,0.0,668.875,26.532,11.256,0.0,16.053,0.024
2023-01-10,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-01-10,MAC,24.0,20.0,33.0,0.0,0.576,0.48,0.792,0.0,0.024
2023-01-10,MAHS,266.0,267.0,418.0,264.0,6.65,6.675000000000001,10.45,6.6,0.025
2023-01-10,MAP,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.4,0.024
2023-01-10,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-10,MAR,6843.166,6425.0,7395.0,6449.1669999999995,164.235984,154.20000000000002,177.48,154.780008,0.024
2023-01-10,MASR,861.0,1118.0,1313.0,1775.0,21.525,27.95,32.825,44.375,0.024999999999999998
2023-01-10,POP,11060.002002442003,11115.0,10847.0,8454.0,125.545451,125.98222,122.71168,97.04422,0.011710853313709932
2023-01-10,POPF,778.0,757.0,1408.0,1350.0,8.49576,8.26644,15.37536,14.742,0.010920000000000001
2023-01-10,POV,12507.0,14085.0,12406.0,12752.0,153.19304,148.76862,153.62984,154.76552,0.012466919805827077
2023-01-10,SE,5608.438041666666,7525.0,8251.0,4860.6669999999995,33.019703,44.431200000000004,48.788399999999996,28.796802,0.005905239895449729
2023-01-10,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-01-10,SOP,329.0,580.0,512.0,494.9160326086957,3.6321600000000003,6.4032,5.652480000000001,5.463873,0.011040000000000001
2023-01-10,SOS,191457.4679347826,225690.0,225383.0,181993.77493961347,2681.32676,3171.45528,3141.60128,2560.886202,0.014351356390307051
2023-01-17,AT,9368.0,8925.0,10000.0,7688.0,234.2,223.125,250.0,192.2,0.024999999999999998
2023-01-17,ATN,29836.25,28854.0,31000.0,27715.959,716.07,692.496,744.0,665.183016,0.024
2023-01-17,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-17,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-17,ATWWP,517.042,307.0,0.0,485.04200000000003,12.409008,7.368,0.0,11.641008,0.024
2023-01-17,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-01-17,MAC,38.0,38.0,25.0,90.0,0.9119999999999999,0.912,0.6,2.16,0.024
2023-01-17,MAHS,237.0,299.0,185.0,185.0,5.925,7.475,4.625,4.625,0.025
2023-01-17,MAP,100.0,100.0,100.0,0.0,2.4,2.4,2.4,0.0,0.024
2023-01-17,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-17,MAR,4987.209,5755.0,5068.0,5222.959,119.693016,138.12,121.632,125.351016,0.024
2023-01-17,MASR,720.0,781.0,543.0,587.0,18.0,19.525,13.575,14.675,0.024999999999999998
2023-01-17,POP,9919.001007326007,10171.0,9929.0,8752.0,115.422591,117.36452,114.31966,102.05286,0.011710853313709932
2023-01-17,POPF,1977.0,2288.0,2818.0,1135.0,21.58884,24.98496,30.77256,12.394200000000001,0.010920000000000001
2023-01-17,POV,15534.0,15408.0,15921.0,14890.0,189.16716,166.5573,190.47938,182.091,0.012466919805827077
2023-01-17,SE,8146.622916666667,7552.0,8756.0,4700.8330000000005,48.219488,44.650800000000004,51.7488,27.652998,0.005905239895449729
2023-01-17,SO,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.2484,0.01602519095869057
2023-01-17,SOP,689.9170289855072,805.0,607.0,1245.0,7.616683999999999,8.8872,6.701280000000001,13.7448,0.011040000000000001
2023-01-17,SOS,181551.57192028986,182494.49,173737.0,173203.85292874396,2555.216115,2562.6230528,2442.6956800000003,2441.929203,0.014351356390307051
2023-01-24,AT,5937.0,6290.0,5200.0,5350.0,148.425,157.25,130.0,133.75,0.024999999999999998
2023-01-24,ATN,25007.0,24482.0,21688.0,24601.5,600.168,587.568,520.512,590.436,0.024
2023-01-24,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-24,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-24,ATWWP,416.0,127.0,2.0,544.0,9.984,3.048,0.048,13.056,0.024
2023-01-24,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-01-24,MAC,0.0,150.0,150.0,58.0,0.0,3.6,3.6,1.392,0.024
2023-01-24,MAHS,165.0,143.0,270.0,43.0,4.125,3.575,6.75,1.0750000000000002,0.025
2023-01-24,MAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
2023-01-24,MAPA,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.24,
2023-01-24,MAR,4938.001,5318.0,5985.0,4941.0,118.512024,127.632,143.64000000000001,118.584,0.024
2023-01-24,MASR,637.0,606.0,459.0,295.0,15.925,15.15,11.475,7.375,0.024999999999999998
2023-01-24,POP,7265.0,7456.0,8031.0,12762.0,84.17318,87.61843999999999,95.21148,144.43338,0.011710853313709932
2023-01-24,POPF,2636.0,2471.0,2134.0,2429.0,28.78512,26.98332,23.30328,26.52468,0.010920000000000001
2023-01-24,POV,12277.0,11434.0,14365.0,14867.0,148.59208,123.43422,178.26354,180.51670000000001,0.012466919805827077
2023-01-24,SE,5976.959083333333,4909.0,3505.0,4241.0,35.514004,29.242800000000003,20.634,25.0884,0.005905239895449729
2023-01-24,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-01-24,SOP,1108.0,1108.0,1678.0,1185.9999999999995,12.23232,12.23232,18.52512,13.09344,0.011040000000000001
2023-01-24,SOS,157487.9999094203,161781.0,190181.0,157913.85881642514,2220.7732730000002,2296.96032,2685.7909600000003,2258.672648,0.014351356390307051
2023-01-31,AT,4331.4,4460.0,7400.0,4980.4,108.285,111.5,185.0,124.50999999999999,0.024999999999999998
2023-01-31,ATN,23410.838,23195.0,24300.0,22073.338,561.860112,556.68,583.2,529.760112,0.024
2023-01-31,ATPA,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.744,
2023-01-31,ATPPCH,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.25,
2023-01-31,ATWWP,340.88800000000003,158.0,0.0,232.5,8.181312,3.7920000000000003,0.0,5.58,0.024
2023-01-31,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-01-31,MAC,158.0,43.0,43.0,51.0,3.792,1.032,1.032,1.224,0.024
2023-01-31,MAHS,70.0,28.0,58.0,50.0,1.75,0.7,1.45,1.25,0.025
2023-01-31,MAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
2023-01-31,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-01-31,MAR,6042.909,6321.0,5665.0,5842.409,145.029816,151.704,135.96,140.217816,0.024
2023-01-31,MASR,857.0,756.0,711.0,874.0,21.425,18.9,17.775,21.85,0.024999999999999998
2023-01-31,POP,11704.840934065935,16100.685,14712.0,29797.0,134.427103,184.20967292,173.0092,341.13208,0.011710853313709932
2023-01-31,POPF,1216.0,2376.5,2196.0,4147.0,13.27872,25.95138,23.980320000000003,45.28524,0.010920000000000001
2023-01-31,POV,19797.0,19369.75,24944.0,34197.0,244.2258,210.10626,301.92162,416.3341,0.012466919805827077
2023-01-31,SE,4806.413,5310.0,4816.0,5132.8330000000005,28.090878,31.067999999999998,28.3968,30.137694,0.005905239895449729
2023-01-31,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-01-31,SOP,972.4990036231883,617.0,130.0,1438.4990036231884,10.736389,6.811680000000001,1.4352,15.881029000000002,0.011040000000000001
2023-01-31,SOS,210176.9089975845,212218.08299999998,150807.0,276195.3339975845,3035.573922,3041.87971632,2208.1196,3957.2162269999994,0.014351356390307051
2023-02-07,AT,7323.0,7918.0,5000.0,8281.0,183.075,197.95,125.0,207.025,0.024999999999999998
2023-02-07,ATN,20243.16,22248.0,18800.0,23157.66,485.83584,533.952,451.2,555.7838399999999,0.024
2023-02-07,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-07,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-07,ATWWP,107.0,1629.0,3245.0,298.0,2.5679999999999996,39.096,77.88,7.152,0.024
2023-02-07,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-02-07,MAC,35.0,0.0,0.0,30.0,0.84,0.0,0.0,0.72,0.024
2023-02-07,MAHS,172.0,213.0,220.0,228.0,4.3,5.325,5.5,5.7,0.025
2023-02-07,MAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
2023-02-07,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-07,MAR,4942.16,3535.0,3875.0,5810.576999999999,118.61184,84.84,93.0,139.453848,0.024
2023-02-07,MASR,571.0,568.0,782.0,64.0,14.275,14.2,19.55,1.6,0.024999999999999998
2023-02-07,POP,12136.997008547009,14104.0,11371.0,13874.0,144.835551,170.08446,135.01124,162.90092,0.011710853313709932
2023-02-07,POPF,3620.0,3804.0,2547.0,2450.0,39.5304,41.53968,27.81324,26.753999999999998,0.010920000000000001
2023-02-07,POV,29951.0,34070.107,29858.0,29694.0,368.86122,370.69753266,370.73400000000004,363.19010000000003,0.012466919805827077
2023-02-07,SE,4731.0740000000005,4633.0,5216.0,6682.0,27.734844000000002,26.814,30.3312,39.2076,0.005905239895449729
2023-02-07,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-02-07,SOP,70.0,60.0,699.0,1596.9999999999998,0.7727999999999999,0.6624000000000001,7.71696,17.63088,0.011040000000000001
2023-02-07,SOS,239907.00401570048,240518.834,259234.0,234092.07795893718,3490.365346,3475.68272736,3676.4304,3392.848591,0.014351356390307051
2023-02-14,AT,8064.0,7339.0,11000.0,8532.0,201.6,183.475,275.0,213.3,0.024999999999999998
2023-02-14,ATN,30419.023999999998,28579.0,37000.0,37700.12633333333,730.056576,685.896,888.0,904.8030319999999,0.024
2023-02-14,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-14,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-14,ATWWP,777.625,286.0,0.0,668.625,18.663,6.864,0.0,16.047,0.024
2023-02-14,EEA,0.6210416666666667,0.0,0.0,10.0,0.002981,0.0,0.0,0.054,0.0048
2023-02-14,MAC,50.0,80.0,80.0,60.0,1.2,1.92,1.92,1.44,0.024
2023-02-14,MAHS,161.0,164.0,163.0,228.0,4.025,4.1,4.075,5.699999999999999,0.025
2023-02-14,MAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
2023-02-14,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-14,MAR,6419.499,7505.0,8707.0,6777.165,154.06797600000002,180.12,208.968,162.65196,0.024
2023-02-14,MASR,753.0,715.0,696.0,1075.0,18.825,17.875,17.4,26.875,0.024999999999999998
2023-02-14,POP,13143.157967032968,12045.0,13719.0,8266.0,157.309785,143.78,163.33226,96.65110000000001,0.011710853313709932
2023-02-14,POPF,1877.0000000000002,1684.0,1266.0,988.0,20.496840000000002,18.38928,13.82472,10.78896,0.010920000000000001
2023-02-14,POV,28358.0,28192.0,33925.0,18299.0,343.57414,306.00024,411.50563999999997,223.24848000000003,0.012466919805827077
2023-02-14,SE,6813.679,8180.0,10200.0,11430.666000000001,39.908874,48.432,60.24,67.291296,0.005905239895449729
2023-02-14,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-02-14,SOP,1007.4160326086956,1006.0,1964.0,823.4990036231884,11.121872999999999,11.10624,21.682560000000002,9.091429,0.011040000000000001
2023-02-14,SOS,260464.99791666667,254857.114,252618.0,274437.1359601449,3743.747386,3657.96235128,3687.42992,3979.976092,0.014351356390307051
2023-02-21,AT,5787.0,5198.0,6000.0,4589.0,144.675,129.95,150.0,114.725,0.024999999999999998
2023-02-21,ATN,30392.774666666668,32453.162,29445.0,21802.54433333333,729.426592,778.875888,706.68,523.261064,0.024
2023-02-21,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-21,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-21,ATWWP,499.0,218.0,0.0,435.0,11.976,5.231999999999999,0.0,10.44,0.024
2023-02-21,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-02-21,MAC,30.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.024
2023-02-21,MAHS,171.0,145.0,98.0,61.0,4.275,3.625,2.45,1.525,0.025
2023-02-21,MAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
2023-02-21,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-21,MAR,4974.336,4483.0,5288.0,4026.002,119.384064,107.592,126.912,96.624048,0.024
2023-02-21,MASR,770.0,854.0,994.0,700.0,19.25,21.35,24.85,17.5,0.024999999999999998
2023-02-21,POP,9980.0,12608.37,12517.0,7588.0,114.82016,142.3613919,139.44294,88.71226,0.011710853313709932
2023-02-21,POPF,750.0,1470.0,2781.0,540.0000000000001,8.19,16.0524,30.36852,5.896800000000001,0.010920000000000001
2023-02-21,POV,22095.0,20319.558,16727.0,15950.0,267.7948,221.79675336,202.59694,199.15532,0.012466919805827077
2023-02-21,SE,13709.5,13461.0,18020.0,9446.5,81.1038,79.5516,106.4976,55.5846,0.005905239895449729
2023-02-21,SO,0.0,0.0,0.0,11.999999999999998,0.0,0.0,0.0,0.16008,0.01602519095869057
2023-02-21,SOP,1411.0829710144926,1756.318,415.0,323.0,15.578356,19.38975072,4.581600000000001,3.56592,0.011040000000000001
2023-02-21,SOS,216819.0859299517,249096.969,265786.0,155999.2489130435,3132.6212050000004,3614.87560672,3861.01,2258.893464,0.014351356390307051
2023-02-28,AT,4940.8,4632.0,0.0,6017.8,123.52000000000001,115.8,0.0,150.445,0.024999999999999998
2023-02-28,ATN,24667.326333333334,24799.166,12532.0,24550.295666666665,592.015832,595.179984,300.768,589.207096,0.024
2023-02-28,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-28,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-28,ATWWP,566.24,215.0,31.0,855.21,13.58976,5.16,0.744,20.52504,0.024
2023-02-28,EEA,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.3,0.0048
2023-02-28,MAC,0.0,10.0,10.0,25.0,0.0,0.24,0.24,0.6,0.024
2023-02-28,MAHS,23.0,68.0,65.0,104.0,0.575,1.7,1.625,2.6,0.025
2023-02-28,MAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
2023-02-28,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-02-28,MAR,6547.2080000000005,6452.0,3357.0,8059.2080000000005,157.132992,154.84799999999998,80.568,193.420992,0.024
2023-02-28,MASR,651.0,561.0,501.0,542.0,16.275,14.025,12.525,13.55,0.024999999999999998
2023-02-28,POP,16378.0,14044.0,14255.0,16077.0,188.17344,163.0447,166.80482,190.82336,0.011710853313709932
2023-02-28,POPF,1750.0,1335.0,1849.0,1370.0,19.11,14.5782,20.19108,14.9604,0.010920000000000001
2023-02-28,POV,23951.0,23937.673,22850.0,32360.0,303.76709999999997,259.03888374,282.72244,410.90686,0.012466919805827077
2023-02-28,SE,11996.42,12358.0,5857.0,10099.42,70.77852,72.822,34.4208,59.774519999999995,0.005905239895449729
2023-02-28,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-02-28,SOP,681.9999999999999,475.0,472.0,299.5829710144927,7.52928,5.244,5.210880000000001,3.307396,0.011040000000000001
2023-02-28,SOS,207333.7589673913,224413.517,209444.0,244902.86289251206,3031.2862619999996,3252.05859048,3012.8932800000002,3570.1166890000004,0.014351356390307051
2023-03-07,AT,3439.8,2723.0,2125.0,2846.8,85.995,68.075,53.125,71.17,0.024999999999999998
2023-03-07,ATN,17126.001,13841.958,13584.0,14424.333999999999,411.024024,332.206992,326.016,346.184016,0.024
2023-03-07,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-07,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-07,ATWWP,591.97,369.0,0.0,478.0,14.20728,8.856,0.0,11.472000000000001,0.024
2023-03-07,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-03-07,MAC,10.0,25.0,25.0,70.0,0.24,0.6,0.6,1.68,0.024
2023-03-07,MAHS,197.0,190.0,200.0,137.0,4.925,4.75,5.0,3.425,0.025
2023-03-07,MAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024
2023-03-07,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-07,MAR,6001.4169999999995,6257.0,6773.0,5674.9169999999995,144.034008,150.168,162.552,136.198008,0.024
2023-03-07,MASR,337.0,293.0,294.0,228.0,8.425,7.325,7.3500000000000005,5.7,0.024999999999999998
2023-03-07,POP,14350.0,14426.0,16357.0,17833.0,167.4309,168.52472,191.24014,205.91116,0.011710853313709932
2023-03-07,POPF,1492.0000000000002,1471.0,1186.0,1121.0,16.292640000000002,16.06332,12.95112,12.241319999999998,0.010920000000000001
2023-03-07,POV,25011.0,24168.0,26355.0,37382.0,307.13956,251.85888,342.97172,449.43625999999995,0.012466919805827077
2023-03-07,SE,4736.583,3194.0,3222.0,4550.0830000000005,27.878298,18.9264,18.8496,26.796498,0.005905239895449729
2023-03-07,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-03-07,SOP,199.0,205.0,1242.0,661.0,2.19696,2.2632,13.71168,7.29744,0.011040000000000001
2023-03-07,SOS,261307.32789855072,242655.0,238512.0,253351.21995772945,3798.665218,3526.9948000000004,3497.02856,3655.1581300000003,0.014351356390307051
2023-03-14,AT,2630.4,1830.0,1300.0,979.4,65.76,45.75,32.5,24.485,0.024999999999999998
2023-03-14,ATN,12105.093,11284.0,10895.0,13524.415,290.522232,270.81600000000003,261.48,324.58596,0.024
2023-03-14,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-14,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-14,ATWWP,281.08299999999997,279.0,0.0,470.24833333333333,6.745992,6.696,0.0,11.285960000000001,0.024
2023-03-14,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-03-14,MAC,25.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.024
2023-03-14,MAHS,466.0,902.0,906.0,410.0,11.65,22.55,22.65,10.25,0.025
2023-03-14,MAP,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.36,0.024
2023-03-14,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-14,MAR,5660.959,6007.0,6693.0,5975.251,135.863016,144.168,160.632,143.406024,0.024
2023-03-14,MASR,434.0,433.0,202.0,734.0,10.85,10.825,5.05,18.35,0.024999999999999998
2023-03-14,POP,15606.0,18355.0,16442.0,16922.0,184.79916000000003,216.78566,193.51514,200.98077999999998,0.011710853313709932
2023-03-14,POPF,1656.0,1875.0,2157.0,2930.0,18.08352,20.475,23.55444,31.995599999999996,0.010920000000000001
2023-03-14,POV,45242.0,46575.0,49084.0,38253.0,560.12684,484.36752,593.36004,486.26396,0.012466919805827077
2023-03-14,SE,3747.666,3414.0,3832.0,3683.9990000000003,22.092396,19.98,22.392,21.578394,0.005905239895449729
2023-03-14,SO,0.890972222222222,0.0,0.0,40.0,0.014277999999999999,0.0,0.0,0.53176,0.01602519095869057
2023-03-14,SOP,1241.5839673913042,1627.0,976.0,979.3329710144925,13.707087,17.96208,10.775040000000002,10.811836,0.011040000000000001
2023-03-14,SOS,248170.7339673913,293554.0,300040.0,259116.77098429945,3594.1162660000005,4285.15944,4394.63944,3774.9930059999997,0.014351356390307051
2023-03-21,AT,1630.0,1430.0,1200.0,1116.0,40.75,35.75,30.0,27.900000000000002,0.024999999999999998
2023-03-21,ATN,11300.499,8423.0,12027.0,9657.419,271.211976,202.152,288.648,231.778056,0.024
2023-03-21,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-21,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-21,ATWWP,331.82,412.0,0.0,103.41666666666667,7.96368,9.888,0.0,2.482,0.024
2023-03-21,EEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048
2023-03-21,MAC,70.0,70.0,70.0,0.0,1.68,1.68,1.68,0.0,0.024
2023-03-21,MAHS,250.0,250.0,260.0,285.0,6.25,6.25,6.5,7.125,0.025
2023-03-21,MAP,0.0,15.0,15.0,0.0,0.0,0.36,0.36,0.0,0.024
2023-03-21,MAPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-21,MAR,5338.625,3923.0,3809.0,5298.166,128.127,94.152,91.416,127.155984,0.024
2023-03-21,MASR,429.0,240.0,270.0,384.0,10.725,6.0,6.75,9.6,0.024999999999999998
2023-03-21,POP,28138.00299145299,26915.0,26017.0,11036.0,324.154789,311.74052,302.54952,131.79166,0.011710853313709932
2023-03-21,POPF,2912.0,2770.0,1755.0,736.0,31.799039999999998,30.2484,19.1646,8.03712,0.010920000000000001
2023-03-21,POV,42171.0,44682.0,38885.0,38508.0,544.91892,479.31702,507.91104,504.45304,0.012466919805827077
2023-03-21,SE,3583.666,3310.0,2450.0,3433.5,20.751996000000002,19.176,14.4,19.8114,0.005905239895449729
2023-03-21,SO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01602519095869057
2023-03-21,SOP,813.9999999999999,513.0,944.0,458.0,8.98656,5.66352,10.42176,5.05632,0.011040000000000001
2023-03-21,SOS,248990.37792874395,278108.44,256276.0,208271.54984903382,3628.3044480000003,4044.9988864,3680.11224,3043.326806,0.014351356390307051
2023-03-28,AT,1066.0,810.0,0.0,4526.2,26.65,20.25,0.0,113.155,0.024999999999999998
2023-03-28,ATN,11750.218333333334,11672.666000000001,7007.0,10325.175333333333,282.00524,280.143984,168.168,247.804208,0.024
2023-03-28,ATPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2023-03-28,ATPPCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
