week,Subgroup,y_dtd_u,y_dtd_w,split,q50_u,q80_u,q95_u
2023-06-06,EEA,0.0,0.0,train,-0.20275293,0.7412805899999999,9491.474376465001
2023-06-06,MAC,0.0,0.0,train,58.18409,147.02313500000002,306.71879
2023-06-06,MAHS,98.0,2.45,train,154.77792,406.99479,792.02208
2023-06-06,MAP,0.0,0.0,train,56.49019,142.62113499999998,298.47988
2023-06-06,MAPA,0.0,0.0,train,-0.087949,0.06408584749999999,8.368993399999999
2023-06-06,MAR,6433.964,154.415136,train,2463.0786,6270.6927000000005,10742.5308
2023-06-06,MASR,460.0,11.5,train,217.3448,574.60658,1100.4407
2023-06-06,POP,12084.0,143.57252,train,10170.631,42565.27450000001,1229041.0345
2023-06-06,POPF,1068.0,11.66256,train,-0.08909545,0.7132238750000001,610.558287725
2023-06-06,POV,21351.0,261.2246,train,17483.16,43425.765,749767.545
2023-06-06,SE,4052.67,23.91522,train,399.66357,3191.679915,2144140.9182149996
2023-06-06,SO,0.0,0.0,train,-0.12364008,0.06632457540000002,19.12590804
2023-06-06,SOP,627.25,6.92484,train,-0.12343528,0.5507223349999999,478.90656764
2023-06-06,SOS,160157.72506038647,2259.90459,train,184944.1,1399292.5,5230360.449999999
2023-06-13,AT,4353.0,108.825,train,4837.508,13028.648000000001,23807.811500000003
2023-06-13,ATN,31706.344,760.952256,train,15571.966,35377.786,72648.394
2023-06-13,ATPA,0.0,0.0,train,-0.0876686,0.0801043765,10.2692398
2023-06-13,ATPPCH,0.0,0.0,train,-0.0876686,0.0801043765,10.2692398
2023-06-13,ATWWP,590.0029999999999,14.160072,train,86.10136,222.582445,481.64347000000004
2023-06-13,EEA,0.0,0.0,train,-0.180643,0.8384497249999999,10354.5303215
2023-06-13,MAC,49.0,1.176,train,66.78588,172.22328,385.98070499999994
2023-06-13,MAHS,344.0,8.6,train,186.43253,501.61119500000007,1039.52378
2023-06-13,MAP,0.0,0.0,train,66.10514,170.59977499999997,383.358935
2023-06-13,MAPA,0.0,0.0,train,-0.0876686,0.0801043765,10.2692398
2023-06-13,MAR,9239.877,221.757048,train,2496.7769,6581.2131500000005,12277.687549999999
2023-06-13,MASR,1121.0,28.025,train,253.64096,685.3227200000001,1401.03773
2023-06-13,POP,19740.99700854701,232.348431,train,14382.559,62950.255,1860015.0205
2023-06-13,POPF,1730.0839743589745,18.892517,train,0.014861771,1.0222915145000002,675.3146191145
2023-06-13,POV,41621.88998778999,506.524218,train,37176.305,99324.76250000001,2053342.3475
2023-06-13,SE,6362.0,37.8072,train,414.985,3331.73875,2196486.2575
2023-06-13,SO,0.0,0.0,train,-0.114762485,0.09878871850000001,21.7164437425
2023-06-13,SOP,802.0,8.85408,train,-0.10327001,0.611542825,489.42960500500004
2023-06-13,SOS,181703.0819746377,2581.757093,train,211514.08,1566567.76,7210402.96
2023-06-20,AT,846.0,21.15,val,3847.5627,10776.217649999999,21138.517649999998
2023-06-20,ATN,5568.685,133.64844,val,11939.1045,28166.23725,57757.467749999996
2023-06-20,ATPA,0.0,0.0,val,-0.061290175,0.17708116250000003,13.8673530875
2023-06-20,ATPPCH,0.0,0.0,val,-0.061290175,0.17708116250000003,13.8673530875
2023-06-20,ATWWP,73.30266666666665,1.759264,val,94.32494,247.893635,578.3226050000001
2023-06-20,EEA,0.0,0.0,val,-0.10751414,1.11960847,12227.33600707
2023-06-20,MAC,0.0,0.0,val,76.29845,201.267605,485.69181499999996
2023-06-20,MAHS,51.0,1.275,val,215.07326,593.39546,1307.960465
2023-06-20,MAP,0.0,0.0,val,73.92494,194.78618,471.23678000000007
2023-06-20,MAPA,0.0,0.0,val,-0.061290175,0.17708116250000003,13.8673530875
2023-06-20,MAR,1277.7,30.6648,val,2960.9785,7880.7221500000005,15634.554250000001
2023-06-20,MASR,0.0,0.0,val,301.70755,835.793275,1811.4579249999997
2023-06-20,POP,3538.0,40.849900000000005,val,3671.5552,13083.910900000003,318256.90239999996
2023-06-20,POPF,449.0,4.90308,val,0.3067121,1.8239738,880.33419395
2023-06-20,POV,5406.0,67.42554,val,2837.1406,5776.164699999999,63483.500199999995
2023-06-20,SE,1041.367,6.179802,val,131.50331,854.6964950000001,712982.408345
2023-06-20,SO,0.0,0.0,val,-0.098856814,0.16423060699999997,26.631306407
2023-06-20,SOP,22.0,0.24288,val,-0.054872327,0.7603040935,543.2342561634999
2023-06-20,SOS,32034.806944444448,463.992275,val,71603.91,442733.29500000004,1275061.635
2023-06-27,AT,6339.4,158.485,val,3798.7012,10485.633400000002,20983.7479
2023-06-27,ATN,35967.960333333336,863.231048,val,14943.259,36285.673,75206.15500000001
2023-06-27,ATPA,0.0,0.0,val,0.04429244,0.45487312999999996,20.77137728
2023-06-27,ATPPCH,0.0,0.0,val,0.04429244,0.45487312999999996,20.77137728
2023-06-27,ATWWP,63.025,1.5126,val,112.66233,304.96711500000004,765.974235
2023-06-27,EEA,0.0,0.0,val,0.040237606,1.6337625969999998,14733.219881197
2023-06-27,MAC,25.0,0.6,val,81.60141,219.56319000000002,570.132255
2023-06-27,MAHS,273.0,6.825,val,242.53943,683.108945,1603.477835
2023-06-27,MAP,0.0,0.0,val,80.53116,216.72681,564.17514
2023-06-27,MAPA,0.0,0.0,val,0.04429244,0.45487312999999996,20.77137728
2023-06-27,MAR,8924.202,214.180848,val,3999.5974,10672.733049999999,22418.008299999998
2023-06-27,MASR,494.0,12.35,val,318.16583,899.33288,2070.385835
2023-06-27,POP,11233.0,133.63896,val,3280.0496,10839.084200000001,239051.6402
2023-06-27,POPF,453.0,4.94676,val,0.4009004,2.0462658499999997,908.8703498
2023-06-27,POV,26585.11001221001,327.73830200000003,val,4566.854,8591.0999,85520.80700000002
2023-06-27,SE,6465.8330000000005,38.235798,val,97.521126,595.027287,574582.819437
2023-06-27,SO,0.0,0.0,val,-0.065153174,0.27483665199999996,34.288250587
2023-06-27,SOP,584.1700181159421,6.449237,val,0.10025377,1.2139757649999998,675.370653115
2023-06-27,SOS,134930.5830012077,1971.191665,val,1292405.8,8110152.850000001,35620797.099999994
2023-07-04,AT,4123.6,103.09,val,3077.4126,8780.929199999999,19466.4927
2023-07-04,ATN,28644.084000000003,687.4580159999999,val,6160.3037,13091.31365,24655.75865
2023-07-04,ATPA,0.0,0.0,val,0.44298846,1.33585977,34.597432770000005
2023-07-04,ATPPCH,0.0,0.0,val,0.44298846,1.33585977,34.597432770000005
2023-07-04,ATWWP,600.517,14.412408,val,112.05056,307.528565,837.47537
2023-07-04,EEA,0.0,0.0,val,0.17431557,2.080768215,16516.127842214995
2023-07-04,MAC,22.0,0.528,val,92.94843,254.77430999999999,707.27409
2023-07-04,MAHS,141.0,3.5250000000000004,val,264.63452,759.8745800000002,1915.6159400000001
2023-07-04,MAP,0.0,0.0,val,92.10791,252.5531,702.3016700000001
2023-07-04,MAPA,0.0,0.0,val,0.44298846,1.33585977,34.597432770000005
2023-07-04,MAR,4845.417,116.290008,val,3111.8706,8469.6297,19015.5492
2023-07-04,MASR,653.0,16.325,val,307.26724,878.3258199999999,2174.3396799999996
2023-07-04,POP,12342.0,142.92642,val,3651.2485,14029.24675,382450.04575
2023-07-04,POPF,637.0,6.95604,val,0.65953606,2.7289980699999994,1065.15033697
2023-07-04,POV,24554.0,305.47243999999995,val,41497.293,101157.89850000001,1545920.6535
2023-07-04,SE,4790.083,28.288098,val,103.05577,642.5533599999999,641014.212115
2023-07-04,SO,0.0,0.0,val,0.040369667,0.5492899865,48.577688166499996
2023-07-04,SOP,961.0,10.60944,val,0.21471305,1.511632475,763.948393475
2023-07-04,SOS,125403.16096014492,1804.583619,val,8244071.0,45568350.5,247458594.5
2023-07-11,AT,5040.0,126.0,test,9052.861,27405.7645,65639.92450000001
2023-07-11,ATN,34010.458333333336,816.251,test,66369.836,190177.98200000002,478951.382
2023-07-11,ATPA,0.0,0.0,test,1.2978163,3.2222573499999996,58.89663685
2023-07-11,ATPPCH,0.0,0.0,test,1.2978163,3.2222573499999996,58.89663685
2023-07-11,ATWWP,579.862,13.916688,test,138.24168,387.31558500000006,1107.1431000000002
2023-07-11,EEA,0.0,0.0,test,0.24557352,2.31698934,17303.54421324
2023-07-11,MAC,0.0,0.0,test,106.810455,297.7407525,870.8742225
2023-07-11,MAHS,263.0,6.575,test,270.07074,784.82028,2101.98978
2023-07-11,MAP,0.0,0.0,test,104.66977,291.661975,854.966965
2023-07-11,MAPA,0.0,0.0,test,1.2978163,3.2222573499999996,58.89663685
2023-07-11,MAR,5486.29,131.67096,test,8582.641,24426.806500000002,59607.0745
2023-07-11,MASR,815.0,20.375,test,364.26804,1062.15498,2780.30283
2023-07-11,POP,15210.0,177.87588,test,11676.992,43693.52,1139940.1040000003
2023-07-11,POPF,1912.9999999999995,20.889959999999995,test,0.88240314,3.3110761799999997,1191.85914843
2023-07-11,POV,23955.0,305.72542,test,118551.05,287273.525,4901676.275
2023-07-11,SE,5427.087083333334,32.165422,test,166.26474,1101.410505,839921.74263
2023-07-11,SO,0.0,0.0,test,0.33399326,1.2397919599999998,74.16994937
2023-07-11,SOP,421.670018115942,4.655237,test,0.35867602,1.8776793400000003,866.26206199
2023-07-11,SOS,128368.7449879227,1871.3029390000004,test,14535098.0,83301731.0,472479926.0
2023-07-18,AT,7766.0,194.15,test,3999.029,11391.419,25946.162
2023-07-18,ATN,43226.583333333336,1037.438,test,820.1362,1845.6125499999998,3365.4568
2023-07-18,ATPA,0.0,0.0,test,2.526352,6.23017645,96.970159
2023-07-18,ATPPCH,0.0,0.0,test,2.526352,6.23017645,96.970159
2023-07-18,ATWWP,411.97,9.88728,test,176.19305,507.842675,1519.7278250000002
2023-07-18,EEA,0.0,0.0,test,0.24549747,2.320280415,17691.637751265
2023-07-18,MAC,83.0,1.992,test,129.47243,370.17090500000006,1147.072835
2023-07-18,MAHS,448.0,11.2,test,275.95712,811.9276400000001,2286.6293899999996
2023-07-18,MAP,440.0,10.56,test,128.54372,367.65022999999997,1141.8034400000001
2023-07-18,MAPA,0.0,0.0,test,2.526352,6.23017645,96.970159
2023-07-18,MAR,5907.75,141.786,test,3721.77,10431.809999999998,25340.769000000004
2023-07-18,MASR,1404.0,35.1,test,337.67447,992.678915,2708.368265
2023-07-18,POP,21128.0,245.34146,test,6163.713,22843.5195,449038.72349999996
2023-07-18,POPF,946.0,10.33032,test,0.89127195,3.327825825,1294.2769640249999
2023-07-18,POV,39015.0,482.47836,test,22798.078,51443.26149999999,516144.781
2023-07-18,SE,4297.0,25.4724,test,125.93415,795.593475,618160.712925
2023-07-18,SO,0.0,0.0,test,0.9184691,2.5603194499999997,114.56897045
2023-07-18,SOP,628.0,6.93312,test,0.33591738,1.8016533600000002,884.1355913100001
2023-07-18,SOS,141456.77397342992,2012.068803,test,22751.55,100052.085,353850.38999999996
2023-07-25,AT,2314.2,57.855,test,8319.121,24307.961500000005,59255.165499999996
2023-07-25,ATN,17706.122,424.946928,test,3666.879,9307.587899999999,18508.1775
2023-07-25,ATPA,0.0,0.0,test,3.9526434,10.0690158,148.6821258
2023-07-25,ATPPCH,0.0,0.0,test,3.9526434,10.0690158,148.6821258
2023-07-25,ATWWP,332.291,7.974984,test,163.30072,475.56448,1518.7566400000003
2023-07-25,EEA,0.0,0.0,test,0.19974975,2.163307275,17501.378125125
2023-07-25,MAC,0.0,0.0,test,158.16495,465.900675,1551.149025
2023-07-25,MAHS,477.0,11.925,test,336.25775,1017.062285,3037.329425
2023-07-25,MAP,23.0,0.552,test,155.5961,458.1473,1528.046
2023-07-25,MAPA,0.0,0.0,test,3.9526434,10.0690158,148.6821258
2023-07-25,MAR,4290.253,102.966072,test,5406.7876,15187.2847,38712.543699999995
2023-07-25,MASR,803.0,20.075,test,425.2506,1282.3977,3701.9277000000006
2023-07-25,POP,13237.00098901099,151.134638,test,4737.836,17053.934,468970.23199999996
2023-07-25,POPF,1036.0,11.313119999999998,test,0.8281103,3.1159926499999995,1266.5597898499998
2023-07-25,POV,19802.0,243.94552,test,37529.008,80623.0,1185929.7459999998
2023-07-25,SE,3496.75,20.7381,test,155.81773,1014.4119400000001,865037.491135
2023-07-25,SO,0.0,0.0,test,1.6214975,4.25674325,166.83457625
2023-07-25,SOP,263.0829710144927,2.904436,test,0.51050305,2.258113525,1065.926148475
2023-07-25,SOS,104935.42195048308,1501.476549,test,210423.6,994312.86,4813529.699999999
2023-08-01,AT,220.0,5.5,test,9982.421,29879.4125,77742.8135
2023-08-01,ATN,886.0,21.264000000000003,test,6664.167,19032.133499999996,44054.0295
2023-08-01,ATPA,0.0,0.0,test,5.3767824,14.2263978,211.6637688
2023-08-01,ATPPCH,0.0,0.0,test,5.3767824,14.2263978,211.6637688
2023-08-01,ATWWP,36.0,0.864,test,215.9779,656.2110550000001,2327.7594999999997
2023-08-01,EEA,0.0,0.0,test,0.15021406,1.9908498700000001,17359.546392969998
2023-08-01,MAC,0.0,0.0,test,187.35373,568.994005,2057.881285
2023-08-01,MAHS,0.0,0.0,test,370.97498,1151.0188099999998,3690.4429099999998
2023-08-01,MAP,0.0,0.0,test,191.15039,580.429775,2088.201905
2023-08-01,MAPA,0.0,0.0,test,5.3767824,14.2263978,211.6637688
2023-08-01,MAR,217.0,5.208,test,4413.68,13128.1175,36255.914
2023-08-01,MASR,488.0,12.2,test,504.42877,1567.4384649999997,4822.087915
2023-08-01,POP,830.0,9.35298,test,1863.2949,5910.33405,139081.93755
2023-08-01,POPF,0.0,0.0,test,0.5802945,2.43255885,1206.72407775
2023-08-01,POV,1013.0,13.20592,test,8799.555,17731.8405,199508.5725
2023-08-01,SE,212.0,1.272,test,80.42882,471.019535,491426.29559000005
2023-08-01,SO,0.0,0.0,test,2.3154383,6.036598849999999,227.29492085
2023-08-01,SOP,10.0,0.1104,test,0.38377684,1.9042450299999998,1030.2985865800001
2023-08-01,SOS,4399.0,65.56288,test,152816.0,718512.6499999999,5435863.699999999
